충전소명,주소,상세주소,충전기ID,충전방식,충전상태,설치년도
혜성아파트북측공영주차장,제주특별자치도 제주시 정든로 37,,1,단독,사용가능,2022
혜성아파트북측공영주차장,제주특별자치도 제주시 정든로 37,,2,단독,사용가능,2022
업사이클링센터,제주특별자치도 제주시 고다시길 39,,1,단독,사용가능,2023
업사이클링센터,제주특별자치도 제주시 고다시길 39,,2,동시,사용가능,2023
업사이클링센터,제주특별자치도 제주시 고다시길 39,,3,동시,사용가능,2023
화북일동 공영주차장,제주특별자치도 제주시 화남로 44,(화북일동),1,단독,사용가능,2023
화북일동 공영주차장,제주특별자치도 제주시 화남로 44,(화북일동),2,단독,사용가능,2023
화북일동 공영주차장,제주특별자치도 제주시 화남로 44,(화북일동),3,단독,사용가능,2023
화북일동 공영주차장,제주특별자치도 제주시 화남로 44,(화북일동),4,단독,사용가능,2023
화북일동 공영주차장,제주특별자치도 제주시 화남로 44,(화북일동),5,단독,사용가능,2023
노형 제5 공영주차장,제주특별자치도 제주시 노형9길 15,,1,단독,사용가능,2023
노형 제5 공영주차장,제주특별자치도 제주시 노형9길 15,,2,단독,사용가능,2023
노형 제5 공영주차장,제주특별자치도 제주시 노형9길 15,,3,단독,사용가능,2023
노형 제5 공영주차장,제주특별자치도 제주시 노형9길 15,,4,단독,통신이상,2023
어리목 공영주차장,제주특별자치도 제주시 1100로 2070-61,어리목 공영주차장,1,단독,사용가능,2023
성판악 공영주차장,제주특별자치도 제주시 조천읍 516로 1865,,1,단독,사용가능,2023
성판악 공영주차장,제주특별자치도 제주시 조천읍 516로 1865,,2,단독,사용가능,2023
관음사 공영주차장,제주특별자치도 제주시 산록북로 588,,1,단독,사용가능,2023
관음사 공영주차장,제주특별자치도 제주시 산록북로 588,,2,단독,사용가능,2023
노형 제3 공영주차장,제주특별자치도 제주시 월랑로12길 4,,1,단독,사용가능,2023
노형 제3 공영주차장,제주특별자치도 제주시 월랑로12길 4,,2,단독,사용가능,2023
노형 제3 공영주차장,제주특별자치도 제주시 월랑로12길 4,,3,단독,사용가능,2023
노형 제3 공영주차장,제주특별자치도 제주시 월랑로12길 4,,4,단독,사용가능,2023
노형 제3 공영주차장,제주특별자치도 제주시 월랑로12길 4,,5,단독,사용가능,2023
성신로 공영주차장,제주특별자치도 제주시 성신로1길 5,,1,단독,사용가능,2023
용담이동 공영주차장,제주특별자치도 제주시 용문로12길 26,,1,단독,사용가능,2023
외도2축구장,제주특별자치도 제주시 통물길 72,제주장애인스포츠센터 맞은편,1,단독,사용가능,2023
만장굴관리소,제주특별자치도 제주시 구좌읍 만장굴길 182,,1,단독,통신이상,2023
별빛누리공원 주차장_전기차량 충전소,제주특별자치도 제주시 선돌목동길 60,전기차량 충전소,1,단독,사용가능,2024
봉개사우나,제주특별자치도 제주시 번영로 576,,1,단독,사용가능,2024
동광 제2공영주차장,제주특별자치도 제주시 태성로 40,동광 제2공영주차장,1,단독,사용가능,2024
동광 제2공영주차장,제주특별자치도 제주시 태성로 40,동광 제2공영주차장,2,단독,사용가능,2024
동광 제2공영주차장,제주특별자치도 제주시 태성로 40,동광 제2공영주차장,3,단독,사용가능,2024
동광 제2공영주차장,제주특별자치도 제주시 태성로 40,동광 제2공영주차장,4,단독,사용가능,2024
베라체 공영주차장,제주특별자치도 제주시 신설로9길 2,이도이동 1963-7 공영주차장,1,단독,사용가능,2024
외도동 제1공영주차장,제주특별자치도 제주시 우령2길 29-5,제주시 외도일동 559-1,1,단독,사용가능,2023
외도동 제1공영주차장,제주특별자치도 제주시 우령2길 29-5,제주시 외도일동 559-1,2,단독,사용가능,2023
외도동 제1공영주차장,제주특별자치도 제주시 우령2길 29-5,제주시 외도일동 559-1,3,단독,사용가능,2023
외도동 제1공영주차장,제주특별자치도 제주시 우령2길 29-5,제주시 외도일동 559-1,4,단독,사용가능,2023
외도동 제1공영주차장,제주특별자치도 제주시 우령2길 29-5,제주시 외도일동 559-1,5,단독,사용가능,2023
산양리사무소,제주특별자치도 제주시 한경면 중산간서로 3169,산양리복지회관,1,단독,사용가능,2024
애월리사무소 인근 공영주차장,제주특별자치도 제주시 애월읍 애월로8길 3,공영주차장,1,단독,충전중,2024
고내리복지회관,제주특별자치도 제주시 애월읍 고내로9길 22,고내리복지회관,1,단독,사용가능,2024
제주자연생태공원,제주특별자치도 서귀포시 성산읍 금백조로 446,,1,,통신이상,2020
서부소방서 안덕 119센터,제주특별자치도 서귀포시 안덕면 화순서서로 2,,1,,통신이상,2020
표선 공영주차장,제주특별자치도 서귀포시,표선면 표선리 711(표선면사무소 옆 공영주차장),1,,통신이상,2020
중문보건지소,제주특별자치도 서귀포시 천제연로 277,,1,,사용가능,2020
정혜재활원,제주특별자치도 서귀포시 인정오름로85번길 41,,1,,사용가능,2020
월평마을회관(다목적건물),제주특별자치도 서귀포시 월평로 41,,1,,사용가능,2020
월평마을회관(다목적건물),제주특별자치도 서귀포시 월평로 41,,2,,사용가능,2020
안덕면종합복지회관,제주특별자치도 서귀포시 안덕면 화순로 121-6,,1,,충전중,2020
서귀포시 일터나눔 자활센터,제주특별자치도 서귀포시 속골로 22,,1,,사용가능,2020
온평리사무소,제주특별자치도 서귀포시 성산읍 온평애향로23번길 6,,1,,사용가능,2020
서귀동 공영주차장,제주특별자치도 서귀포시,서귀동 28-3,1,,통신이상,2020
서귀포시 중앙교회,제주특별자치도 서귀포시 동홍로 278,,1,,충전중,2020
서귀포시 중앙교회,제주특별자치도 서귀포시 동홍로 278,,2,,충전중,2020
보성리사무소,제주특별자치도 서귀포시 대정읍 추사로 93-7,,1,,충전중,2020
보성리사무소,제주특별자치도 서귀포시 대정읍 추사로 93-7,,2,,사용가능,2020
대정농공단지,제주특별자치도 서귀포시 대정읍 일주서로3000번길 139,,1,,통신이상,2020
무릉1리 다목적회관,제주특별자치도 서귀포시 대정읍 무릉중앙로 8,,1,,점검중,2020
신도보건진료소(서부보건소),제주특별자치도 서귀포시 대정읍 도원로 37,,1,,충전중,2020
위미3리사무소,제주특별자치도 서귀포시 남원읍 태위로 381-5,,1,,사용가능,2020
위미2리사무소,제주특별자치도 서귀포시 남원읍 태위로 197,,1,,충전중,2020
수망리다목적회관,제주특별자치도 서귀포시 남원읍 태수로 599-36,,1,,충전중,2020
의귀교회 인근 공영주차장,제주특별자치도 서귀포시,남원읍 의귀리 1515,1,,충전중,2020
의귀교회 인근 공영주차장,제주특별자치도 서귀포시,남원읍 의귀리 1515,2,,사용가능,2020
위미2리 다목적회관,제주특별자치도 서귀포시 남원읍 위미중앙로 78,,1,,사용가능,2020
머체왓숲길영농조합,제주특별자치도 서귀포시 남원읍 서성로 755,,1,,사용가능,2020
가파도경로당,제주특별자치도 서귀포시,대정읍 가파리 427,1,,사용가능,2020
상동항대합실,제주특별자치도 서귀포시,대정읍 가파리 373-2,1,,통신이상,2020
서귀포시장애인회관,제주특별자치도 서귀포시 칠십리로72번길 9,,1,단독,사용가능,2020
동홍4주공아파트,제주특별자치도 서귀포시 태평로512번길 10,(408동 앞),1,단독,통신이상,2020
동홍1주공아파트,제주특별자치도 서귀포시 동홍중앙로 10,(109동앞),1,단독,사용가능,2020
모슬포운진항,제주특별자치도 서귀포시 대정읍 최남단해안로 116,,1,,사용가능,2021
모슬포운진항,제주특별자치도 서귀포시 대정읍 최남단해안로 116,,2,,사용가능,2021
감사위원회,제주특별자치도 서귀포시 신중로 37,,1,,사용가능,2021
감사위원회,제주특별자치도 서귀포시 신중로 37,,2,,사용가능,2021
오조리종합복지회관,제주특별자치도 서귀포시 성산읍 오조로 77,,1,,사용가능,2021
토평동마을회관,제주특별자치도 서귀포시 토평로 58,,1,,사용가능,2021
덕수리마을회관,제주특별자치도 서귀포시 안덕면 덕수회관로 98,,1,,사용가능,2021
성읍민속마을주차장,제주특별자치도 서귀포시 표선면 성읍리 855-3,,1,,사용가능,2021
성읍민속마을주차장,제주특별자치도 서귀포시 표선면 성읍리 855-3,,2,단독,사용가능,2021
토산1리체험장,제주특별자치도 서귀포시 표선면 토산세화로35번길 16-17,,1,,통신이상,2021
난산보건진료소,제주특별자치도 서귀포시 성산읍 난산로 28,,1,,사용가능,2021
성읍보건진료소,제주특별자치도 서귀포시 표선면 성읍정의현로 88-10,,1,,사용가능,2021
수산보건진료소,제주특별자치도 서귀포시 성산읍 수산서남로 17-1,,1,,통신이상,2021
삼달보건진료소,제주특별자치도 서귀포시 성산읍 삼달로 215,,1,,통신이상,2021
신산리마을회관,제주특별자치도 서귀포시 성산읍 일주동로 5120,,1,,상태미확인,2021
신풍보건진료소,제주특별자치도 서귀포시 성산읍 풍천로192번길 40-1,,1,,사용가능,2021
한남보건진료소,제주특별자치도 서귀포시 남원읍 남한로420번길 13,,1,,사용가능,2021
의귀보건진료소,제주특별자치도 서귀포시 남원읍 한신로 220,,1,,사용가능,2021
신흥보건진료소,제주특별자치도 서귀포시 남원읍 중산간동로 5774,,1,단독,사용가능,2021
송악도서관 입구주차장,제주특별자치도 서귀포시 대정읍 하모리 1261-2,,1,,점검중,2021
서광서리복지회관,제주특별자치도 서귀포시 안덕면 서광남로 144-4,,1,,사용가능,2021
표선도서관,제주특별자치도 서귀포시 표선면 표선백사로110번길 17-10,,1,,사용가능,2021
표선도서관,제주특별자치도 서귀포시 표선면 표선백사로110번길 17-10,,2,,통신이상,2021
일과1리복지회관,제주특별자치도 서귀포시 대정읍 암반수마농로55번길 34,,1,,통신이상,2021
사계포구공영주차장,제주특별자치도 서귀포시 안덕면 사계리 2147-41,,1,단독,사용가능,2021
대포동경로당,제주특별자치도 서귀포시 대포동서로 129,,1,,사용가능,2021
광치기해변공영주차장,제주특별자치도 서귀포시 성산읍 고성리 263,,1,단독,통신이상,2021
광치기해변공영주차장,제주특별자치도 서귀포시 성산읍 고성리 263,,2,,사용가능,2021
서귀포공립요양원,제주특별자치도 서귀포시 남원읍 일주동로 7166,,1,,사용가능,2021
서귀포공립요양원,제주특별자치도 서귀포시 남원읍 일주동로 7166,,2,,사용가능,2021
제주국제컨벤션센터,제주특별자치도 서귀포시 중문관광로 224,(지하주차장 입구 인근),1,,사용가능,2021
제주국제컨벤션센터,제주특별자치도 서귀포시 중문관광로 224,(지하주차장 입구 인근),2,,사용가능,2021
제주국제컨벤션센터,제주특별자치도 서귀포시 중문관광로 224,(지하주차장 입구 인근),3,,사용가능,2021
제주국제컨벤션센터,제주특별자치도 서귀포시 중문관광로 224,(지하주차장 입구 인근),4,단독,사용가능,2021
제주국제컨벤션센터,제주특별자치도 서귀포시 중문관광로 224,(지하주차장 입구 인근),5,,통신이상,2021
제주국제컨벤션센터,제주특별자치도 서귀포시 중문관광로 224,(지하주차장 입구 인근),6,,통신이상,2021
제주국제컨벤션센터,제주특별자치도 서귀포시 중문관광로 224,(지하주차장 입구 인근),7,,사용가능,2021
제주국제컨벤션센터,제주특별자치도 서귀포시 중문관광로 224,(지하주차장 입구 인근),8,,사용가능,2021
제주국제컨벤션센터,제주특별자치도 서귀포시 중문관광로 224,(지하주차장 입구 인근),9,,사용가능,2021
제주국제컨벤션센터,제주특별자치도 서귀포시 중문관광로 224,(지하주차장 입구 인근),10,,사용가능,2021
제주국제컨벤션센터,제주특별자치도 서귀포시 중문관광로 224,(지하주차장 입구 인근),11,,사용가능,2021
제주국제컨벤션센터,제주특별자치도 서귀포시 중문관광로 224,(지하주차장 입구 인근),12,,사용가능,2021
제주국제컨벤션센터,제주특별자치도 서귀포시 중문관광로 224,(지하주차장 입구 인근),13,,사용가능,2021
제주국제컨벤션센터,제주특별자치도 서귀포시 중문관광로 224,(지하주차장 입구 인근),14,,사용가능,2021
효돈동 공영주차장,제주특별자치도 서귀포시 효돈로170번길 16-8,,1,단독,사용가능,2021
태봉그린피아,제주특별자치도 서귀포시 홍중로 92,,1,단독,사용가능,2021
대진유토피아,제주특별자치도 서귀포시 표선면 번영로3428번길 129,,1,단독,사용가능,2021
성산공설묘지,제주특별자치도 서귀포시 성산읍 수산리 4711,,1,단독,통신이상,2022
성산공설묘지,제주특별자치도 서귀포시 성산읍 수산리 4711,,2,단독,사용가능,2022
성읍문화마을 주차장,제주특별자치도 서귀포시 표선면 성읍리 1632-6,,1,단독,사용가능,2022
태흥3리 마을회관,제주특별자치도 서귀포시 남원읍 태흥리 119-3,,1,단독,사용가능,2022
남원 공영노외1주차장,제주특별자치도 서귀포시 남원읍 남원리 180,,1,단독,사용가능,2022
남원 공영노외1주차장,제주특별자치도 서귀포시 남원읍 남원리 180,,2,단독,사용가능,2022
신례리공영주차장,제주특별자치도 서귀포시 남원읍 신례리 1044-1,,1,단독,사용가능,2022
신례리공영주차장,제주특별자치도 서귀포시 남원읍 신례리 1044-1,,2,단독,사용가능,2022
생태관광지원센터,제주특별자치도 서귀포시 남원읍 하례리 984-4,,1,단독,사용가능,2022
상효1동 마을회관,제주특별자치도 서귀포시 상효동 941-7,,1,단독,상태미확인,2022
동홍공영노외2주차장,제주특별자치도 서귀포시 동홍동 429,,1,단독,사용가능,2022
동홍공영노외1주차장,제주특별자치도 서귀포시 동홍동 514-2,,1,단독,사용가능,2022
동홍공영노외1주차장,제주특별자치도 서귀포시 동홍동 514-2,,2,단독,사용가능,2022
구억리마을회관,제주특별자치도 서귀포시 대정읍 구억리 993-1,,1,단독,사용가능,2022
돔베낭골노외공영주차장,제주특별자치도 서귀포시 호근동 1619,,1,단독,사용가능,2022
국토교통인재개발원 인근 공영주차장,제주특별자치도 서귀포시 서호동 1603,,1,단독,사용가능,2022
국토교통인재개발원 인근 공영주차장,제주특별자치도 서귀포시 서호동 1603,,2,단독,충전중,2022
서귀포시선거관리위원회,제주특별자치도 서귀포시 강정동 154-1,,1,단독,사용가능,2022
서귀포향토오일시장,제주특별자치도 서귀포시 동홍동 808-2,,1,단독,사용가능,2022
서귀포향토오일시장,제주특별자치도 서귀포시 동홍동 808-2,,2,단독,사용가능,2022
제주한란전시관,제주특별자치도 서귀포시 상효동 1421-9,,1,단독,사용가능,2022
약천사,제주특별자치도 서귀포시 대포동 1156,,1,단독,사용가능,2022
신영물행복센터,제주특별자치도 서귀포시 대정읍 신영로 46,신영물행복센터,1,단독,사용가능,2022
신영물행복센터,제주특별자치도 서귀포시 대정읍 신영로 46,신영물행복센터,2,단독,충전중,2022
천제연폭포 주차장,제주특별자치도 서귀포시 중문동 2230,,1,단독,사용가능,2022
천제연폭포 주차장,제주특별자치도 서귀포시 중문동 2230,,2,단독,사용가능,2024
천제연폭포 주차장,제주특별자치도 서귀포시 중문동 2230,,3,단독,충전중,2024
상예1동 다목적회관,제주특별자치도 서귀포시 상예동 1526-1,,1,단독,사용가능,2022
서귀포시 충혼묘지 주차장,제주특별자치도 서귀포시 돈내코로 295-28,추모공원,1,단독,사용가능,2022
서귀포시 충혼묘지 주차장,제주특별자치도 서귀포시 돈내코로 295-28,추모공원,2,단독,사용가능,2022
서귀포시 충혼묘지 주차장,제주특별자치도 서귀포시 돈내코로 295-28,추모공원,3,단독,사용가능,2022
서귀포시 지역자치복합가족센터,제주특별자치도 서귀포시 서호남로 12,,1,단독,사용가능,2022
영실 공영주차장,제주특별자치도 서귀포시 영실로 246,,1,단독,사용가능,2023
영실 공영주차장,제주특별자치도 서귀포시 영실로 246,,2,단독,사용가능,2023
영실 공영주차장,제주특별자치도 서귀포시 영실로 246,,3,단독,사용가능,2023
서귀포시 공무원연금공단,제주특별자치도 서귀포시 서호중앙로 63,,1,단독,사용가능,2022
서귀포시 공무원연금공단,제주특별자치도 서귀포시 서호중앙로 63,,2,단독,사용가능,2022
서귀포시 공무원연금공단,제주특별자치도 서귀포시 서호중앙로 63,,3,단독,사용가능,2022
회수동 다목적회관 부설주차장,제주특별자치도 서귀포시 중산간서로 647-11,,1,단독,사용가능,2023
서홍공영노외2 공영주차장,제주특별자치도 서귀포시 흙담솔로 17-5,,1,단독,사용가능,2023
성산읍사무소 임시청사,제주특별자치도 서귀포시 성산읍 일주동로 4024,,1,단독,사용가능,2024
아랑조을거리 공영주차장,제주특별자치도 서귀포시 중정로 35,아랑조을거리공영주차장,1,단독,사용가능,2024
아랑조을거리 공영주차장,제주특별자치도 서귀포시 중정로 35,아랑조을거리공영주차장,2,단독,사용가능,2024
아랑조을거리 공영주차장,제주특별자치도 서귀포시 중정로 35,아랑조을거리공영주차장,3,단독,사용가능,2024
아랑조을거리 공영주차장,제주특별자치도 서귀포시 중정로 35,아랑조을거리공영주차장,4,단독,사용가능,2024
동홍1 공영주차빌딩(시민문화체육복합센터),제주특별자치도 서귀포시 중동로 69-3,시민문화체육복합센터,1,단독,사용가능,2024
동홍1 공영주차빌딩(시민문화체육복합센터),제주특별자치도 서귀포시 중동로 69-3,시민문화체육복합센터,2,단독,사용가능,2024
동홍1 공영주차빌딩(시민문화체육복합센터),제주특별자치도 서귀포시 중동로 69-3,시민문화체육복합센터,3,단독,사용가능,2024
동홍1 공영주차빌딩(시민문화체육복합센터),제주특별자치도 서귀포시 중동로 69-3,시민문화체육복합센터,4,단독,사용가능,2024
남원읍 문화체육복합센터,제주특별자치도 서귀포시 남원읍 태위로 551-28,남원읍 문화체육복합센터,1,단독,사용가능,2024
남원읍 문화체육복합센터,제주특별자치도 서귀포시 남원읍 태위로 551-28,남원읍 문화체육복합센터,2,단독,사용가능,2024
남원읍 문화체육복합센터,제주특별자치도 서귀포시 남원읍 태위로 551-28,남원읍 문화체육복합센터,3,단독,사용가능,2024
표선면 문화체육복합센터,제주특별자치도 서귀포시 표선면 민속해안로 631-12,표선면 문화체육복합센터,1,단독,사용가능,2024
표선면 문화체육복합센터,제주특별자치도 서귀포시 표선면 민속해안로 631-12,표선면 문화체육복합센터,2,단독,사용가능,2024
서귀포시 종합사회복지관,제주특별자치도 서귀포시 중동로 69-9,서귀포시 종합사회복지관,1,단독,사용가능,2024
서귀포시 종합사회복지관,제주특별자치도 서귀포시 중동로 69-9,서귀포시 종합사회복지관,4,단독,통신이상,2024
서귀포시 종합사회복지관,제주특별자치도 서귀포시 중동로 69-9,서귀포시 종합사회복지관,5,단독,통신이상,2024
제주혁신도시 꿈자람센터,제주특별자치도 서귀포시 서호남로 19-16,제주혁신도시 꿈자람센터,1,단독,사용가능,2024
제주혁신도시 꿈자람센터,제주특별자치도 서귀포시 서호남로 19-16,제주혁신도시 꿈자람센터,2,단독,사용가능,2024
제주혁신도시 꿈자람센터,제주특별자치도 서귀포시 서호남로 19-16,제주혁신도시 꿈자람센터,3,단독,통신이상,2024
제주혁신도시 꿈자람센터,제주특별자치도 서귀포시 서호남로 19-16,제주혁신도시 꿈자람센터,4,단독,사용가능,2024
성산일출봉 주차장,제주특별자치도 서귀포시 성산읍 일출로 284-6,성산일출봉 주차장,1,단독,사용가능,2024
성산일출봉 주차장,제주특별자치도 서귀포시 성산읍 일출로 284-6,성산일출봉 주차장,2,단독,사용가능,2024
표선민속주차장,제주특별자치도 서귀포시 표선면 민속해안로 631-46,표선민속주차장,1,단독,사용가능,2024
표선민속주차장,제주특별자치도 서귀포시 표선면 민속해안로 631-46,표선민속주차장,2,단독,사용가능,2024
표선민속주차장,제주특별자치도 서귀포시 표선면 민속해안로 631-46,표선민속주차장,3,단독,사용가능,2024
표선민속주차장,제주특별자치도 서귀포시 표선면 민속해안로 631-46,표선민속주차장,4,단독,사용가능,2024
예래동주민센터(신축),제주특별자치도 서귀포시 예래로 67,예래동주민센터,1,단독,사용가능,2025
예래동주민센터(신축),제주특별자치도 서귀포시 예래로 67,예래동주민센터,2,단독,사용가능,2025
예래동주민센터(신축),제주특별자치도 서귀포시 예래로 67,예래동주민센터,3,단독,사용가능,2025
예래동주민센터(신축),제주특별자치도 서귀포시 예래로 67,예래동주민센터,4,단독,사용가능,2025
동부소방서 표선119센터(신축),제주특별자치도 서귀포시 표선면 표선동서로 125,표선119센터,1,단독,사용가능,2024
동부소방서 표선119센터(신축),제주특별자치도 서귀포시 표선면 표선동서로 125,표선119센터,2,단독,사용가능,2024
첨단과학기술단지 외부,제주특별자치도 제주시 영평동 2179-1,외부 주차장,2,단독,사용가능,2019
첨단과학기술단지 외부,제주특별자치도 제주시 영평동 2179-1,외부 주차장,6,단독,상태미확인,2021
첨단과학기술단지 외부,제주특별자치도 제주시 영평동 2179-1,외부 주차장,7,단독,상태미확인,2022
첨단과학기술단지 외부,제주특별자치도 제주시 영평동 2179-1,외부 주차장,8,단독,사용가능,2022
첨단과학기술단지 외부,제주특별자치도 제주시 영평동 2179-1,외부 주차장,9,동시,충전중,2024
첨단과학기술단지 지하,제주특별자치도 제주시 첨단로 213-3,,1,,사용가능,2021
첨단과학기술단지 지하,제주특별자치도 제주시 첨단로 213-3,,2,,사용가능,2021
첨단과학기술단지 지하,제주특별자치도 제주시 첨단로 213-3,,3,,사용가능,2021
첨단과학기술단지 지하,제주특별자치도 제주시 첨단로 213-3,,4,,사용가능,2021
노형 미리내S클래스APT,제주특별자치도 제주시 광평동로 66,,1,,사용가능,2018
노형 미리내S클래스APT,제주특별자치도 제주시 광평동로 66,,2,,충전중,2018
노형 미리내S클래스APT,제주특별자치도 제주시 광평동로 66,,3,,사용가능,2018
JIBS 사옥 주차장,제주특별자치도 제주시 연삼로 95,,1,,사용가능,2018
KBS 사옥 주차장,제주특별자치도 제주시 복지로1길 8,,1,,사용가능,2018
KBS 사옥 주차장,제주특별자치도 제주시 복지로1길 8,외부 주차장,2,,사용가능,2019
KBS 사옥 주차장,제주특별자치도 제주시 복지로1길 8,외부 주차장,3,,사용가능,2019
KBS 사옥 주차장,제주특별자치도 제주시 복지로1길 8,외부 주차장,4,,사용가능,2019
KBS 사옥 주차장,제주특별자치도 제주시 복지로1길 8,외부 주차장,5,,사용가능,2019
문예회관,제주특별자치도 제주시 동광로 69,,2,단독,사용가능,2018
문예회관,제주특별자치도 제주시 동광로 69,,3,단독,사용가능,2024
올레리조트,제주특별자치도 제주시 애월읍 부룡수길 33,,1,,사용가능,2018
올레리조트,제주특별자치도 제주시 애월읍 부룡수길 33,,2,,사용가능,2018
에코랜드테마파크,제주특별자치도 제주시 조천읍 남조로 1982,,1,,사용가능,2018
에코랜드테마파크,제주특별자치도 제주시 조천읍 남조로 1982,,2,,사용가능,2018
에코랜드테마파크,제주특별자치도 제주시 조천읍 남조로 1982,,3,,사용가능,2018
대명리조트,제주특별자치도 제주시 조천읍 신북로 577,,1,,상태미확인,2018
대명리조트,제주특별자치도 제주시 조천읍 신북로 577,,2,,상태미확인,2018
엘리시안제주CC,제주특별자치도 제주시 애월읍 평화로 1738-116,,3,단독,사용가능,2023
엘리시안제주CC,제주특별자치도 제주시 애월읍 평화로 1738-116,,4,단독,사용가능,2023
제주웰컴센터,제주특별자치도 제주시 선덕로 23,정면 주차장,4,단독,사용가능,2023
제주웰컴센터,제주특별자치도 제주시 선덕로 23,정면 주차장,5,단독,충전중,2024
제주웰컴센터,제주특별자치도 제주시 선덕로 23,정면 주차장,6,단독,사용가능,2024
호텔휘슬락,제주특별자치도 제주시 서부두2길 26,,1,,사용가능,2018
한림공원,제주특별자치도 제주시 한림읍 한림로 300,주차장 서측,1,단독,사용가능,2018
한림공원,제주특별자치도 제주시 한림읍 한림로 300,주차장 서측,2,,사용가능,2018
한림공원,제주특별자치도 제주시 한림읍 한림로 300,주차장 서측,3,단독,사용가능,2018
(주)다온디엔씨,제주특별자치도 제주시 연동6길 11,지상주차장 벽면 기둥,1,,사용가능,2018
(주)다온디엔씨,제주특별자치도 제주시 연동6길 11,지상주차장 벽면 기둥,2,,사용가능,2018
제주교육박물관,제주특별자치도 제주시 오복4길 25,주차장 안쪽,1,,사용가능,2018
제주교육박물관,제주특별자치도 제주시 오복4길 25,주차장 안쪽,2,,충전중,2018
김녕교회,제주특별자치도 제주시 구좌읍 김녕로14길 41,주차장,1,,사용가능,2018
김녕교회,제주특별자치도 제주시 구좌읍 김녕로14길 41,주차장,2,,사용가능,2018
봉개반석아르미,제주특별자치도 제주시 삼봉로 299-3,104동 주차장,1,,사용가능,2020
봉개반석아르미,제주특별자치도 제주시 삼봉로 299-3,104동 주차장,2,,사용가능,2020
봉개반석아르미,제주특별자치도 제주시 삼봉로 299-3,104동 주차장,3,,상태미확인,2020
봉개반석아르미,제주특별자치도 제주시 삼봉로 299-3,104동 주차장,4,,사용가능,2018
조은이앤씨주식회사,제주특별자치도 제주시 원남2길 40,,1,,상태미확인,2018
제주시교육지원청,제주특별자치도 제주시 남광로 27,주차장 ,2,단독,사용가능,2018
제주시교육지원청,제주특별자치도 제주시 남광로 27,주차장 ,3,단독,사용가능,2022
제주시교육지원청,제주특별자치도 제주시 남광로 27,주차장 ,4,단독,사용가능,2022
가연이네주말농장민박식당,제주특별자치도 제주시 진목3길 59,1층,3,동시,사용가능,2018
가연이네주말농장민박식당,제주특별자치도 제주시 진목3길 59,1층,4,동시,사용가능,2023
해밀관광호스텔,제주특별자치도 제주시 애월읍 광상로 272 ,,1,,사용가능,2018
제주다온,제주특별자치도 제주시 조천읍 북선로 322-15,,1,,사용가능,2018
천일각,제주특별자치도 제주시 서광로 112,,1,,사용가능,2018
천일각,제주특별자치도 제주시 서광로 112,,2,,사용가능,2018
네오플 전기차충전소,제주특별자치도 제주시 1100로 3198-13,,1,,사용가능,2018
네오플 전기차충전소,제주특별자치도 제주시 1100로 3198-13,,2,,사용가능,2018
네오플 전기차충전소,제주특별자치도 제주시 1100로 3198-13,,3,동시,사용가능,2018
네오플 전기차충전소,제주특별자치도 제주시 1100로 3198-13,,4,동시,사용가능,2018
아일랜드힐,제주특별자치도 제주시 한림읍 조성로 128-15,,1,,충전중,2018
정원파인즈14차,제주특별자치도 제주시 진군남 4길 7-16,,1,,충전중,2018
정원파인즈14차,제주특별자치도 제주시 진군남 4길 7-16,,2,,충전중,2018
한라경찰수련원,제주특별자치도 제주시 명림로 381,,3,동시,사용가능,2018
한라경찰수련원,제주특별자치도 제주시 명림로 381,,4,동시,사용가능,2018
옹포썬빌리지 101동,제주특별자치도 제주시 옹포 4길 20 101동,,1,,사용가능,2018
옹포썬빌리지 102동,제주특별자치도 제주시 옹포 4길 20 102동,,1,,상태미확인,2018
981 파크,제주특별자치도 제주시 애월읍 천덕로 880-24,,2,,사용가능,2019
981 파크,제주특별자치도 제주시 애월읍 천덕로 880-24,,3,,사용가능,2019
981 파크,제주특별자치도 제주시 애월읍 천덕로 880-24,,4,,사용가능,2019
981 파크,제주특별자치도 제주시 애월읍 천덕로 880-24,,5,,사용가능,2019
981 파크,제주특별자치도 제주시 애월읍 천덕로 880-24,,6,단독,사용가능,2019
981 파크,제주특별자치도 제주시 애월읍 천덕로 880-24,,7,단독,충전중,2021
981 파크,제주특별자치도 제주시 애월읍 천덕로 880-24,,8,단독,사용가능,2021
981 파크,제주특별자치도 제주시 애월읍 천덕로 880-24,,9,단독,사용가능,2021
981 파크,제주특별자치도 제주시 애월읍 천덕로 880-24,,10,단독,사용가능,2021
981 파크,제주특별자치도 제주시 애월읍 천덕로 880-24,,11,단독,사용가능,2021
981 파크,제주특별자치도 제주시 애월읍 천덕로 880-24,,12,단독,사용가능,2019
수목원테마파크,제주특별자치도 제주시 은수길 69,,1,,사용가능,2019
세븐일레븐 제주한림일주점,제주특별자치도 제주시 한림읍 일주서로 5294,,2,단독,사용가능,2019
조천라오체,제주특별자치도 제주시 조천읍 조와로 65,,1,,사용가능,2019
함덕드라마빌리지,제주특별자치도 제주시 조천읍 함덕18길 32-1 ,,1,,상태미확인,2019
노형4차아뜨리에,제주특별자치도 제주시 오도9길 84-12,,1,,사용가능,2019
노형4차아뜨리에,제주특별자치도 제주시 오도9길 84-12,,2,,사용가능,2019
에코그린빌9차,제주특별자치도 제주시 연삼로 127-23,,1,,사용가능,2019
